WKT,label,fillColor
"POLYGON((120.1060897168204554 -23.306997445003241, 120.1059319668853917 -23.307095364745615, 120.1059177862421709 -23.307107467698040, 120.1059077134146600 -23.307120743253207, 120.1059019439846882 -23.307134830193917, 120.1058982293154102 -23.307162008649474, 120.1058988186286510 -23.307198576073823, 120.1059033196893156 -23.307229544380465, 120.1059113412167495 -23.307253920487151, 120.1059208293677534 -23.307272066141185, 120.1059417612417467 -23.307301133663248, 120.1059704198603209 -23.307334442627648, 120.1059990780109115 -23.307360889525449, 120.1060532637281842 -23.307400872693804, 120.1060914086196696 -23.307424788755488, 120.1061386490637607 -23.307446535254056, 120.1061465730281142 -23.307474432712292, 120.1061722960103682 -23.307485169926198, 120.1061808051376854 -23.307488779112883, 120.1062819365900886 -23.307531457599657, 120.1062322593842745 -23.307631694061443, 120.1062200336172213 -23.307626370418315, 120.1060971892381478 -23.307574759380728, 120.1060688272497306 -23.307588672185677, 120.1059975264228763 -23.307555375385751, 120.1059086191919485 -23.307495357664256, 120.1058483688554442 -23.307443367609161, 120.1057885084325893 -23.307372326178615, 120.1057560340225169 -23.307317529199021, 120.1057369584886972 -23.307260290557654, 120.1057286406636209 -23.307193568360519, 120.1057323522109547 -23.307120612697512, 120.1057482903935746 -23.307065711616984, 120.1057744009126131 -23.307022545380339, 120.1058123459118926 -23.306983619414223, 120.1059937629909225 -23.306867544559658, 120.1060897168204554 -23.306997445003241 ))",lane,blue
"POLYGON((120.0535874512931990 -23.333899263766803, 120.0536773258112735 -23.333801724548547, 120.0537418708014099 -23.333726313692184, 120.0538886608571822 -23.333541628048279, 120.0539249423887378 -23.333490784230266, 120.0539548666918704 -23.333439671354714, 120.0539711974051541 -23.333404092297486, 120.0539773569827670 -23.333374385014625, 120.0539715855330759 -23.333358856720535, 120.0541229806473699 -23.333295971447472, 120.0541380453743690 -23.333340390003046, 120.0541412762430528 -23.333389687613440, 120.0541306194102221 -23.333444226025959, 120.0540995227368118 -23.333513939048413, 120.0540475949236944 -23.333597562727503, 120.0538591443680777 -23.333836163595831, 120.0537144066222420 -23.333998005195282, 120.0535874512931990 -23.333899263766803 ))",lane,blue
"POLYGON((120.0542998043797874 -23.333229828467764, 120.0543137938192901 -23.333282283171390, 120.0543143845795859 -23.333340068827989, 120.0542989369402209 -23.333417361775816, 120.0542177798900079 -23.333705230568757, 120.0541443482974206 -23.333978470120885, 120.0541285090879900 -23.334050526340012, 120.0541223503724524 -23.334092874271873, 120.0541222531911482 -23.334101993625123, 120.0539563784204537 -23.334094817715812, 120.0539634161766289 -23.334035043495299, 120.0539966595025891 -23.333891743223791, 120.0541186880072995 -23.333452897303379, 120.0541461636151233 -23.333348784689882, 120.0541501714539418 -23.333318084826975, 120.0541487028907022 -23.333295873819377, 120.0541446921762467 -23.333284408088834, 120.0542998043797874 -23.333229828467764 ))",lane,blue
"POLYGON((120.0955462470012655 -23.365971067841874, 120.0955711902301131 -23.366020991290881, 120.0955823435483609 -23.366075974933412, 120.0955783375568467 -23.366133761901319, 120.0955620077117960 -23.366182071897897, 120.0955258244945580 -23.366240409787060, 120.0954505218079935 -23.366325484779891, 120.0953249507981735 -23.366447773737609, 120.0952053303911811 -23.366344335118417, 120.0953225885574887 -23.366228368856713, 120.0953714866010337 -23.366175986503628, 120.0953981845613780 -23.366141939424932, 120.0954119731111303 -23.366116925064058, 120.0954160797384078 -23.366100671629251, 120.0954172522256814 -23.366083786998999, 120.0954115781851287 -23.366062480094609, 120.0954052202485723 -23.366051827646820, 120.0955462470012655 -23.365971067841874 ))",lane,blue
"POLYGON((120.1231901069239772 -23.384204180526427, 120.1232294244320477 -23.384213108055208, 120.1232671769221807 -23.384219598190943, 120.1234214140321573 -23.384240320972874, 120.1233948221448086 -23.384395627963721, 120.1233806405286743 -23.384393465040845, 120.1233094390691010 -23.384383101961919, 120.1231504089604555 -23.384352990350696, 120.1231901069239772 -23.384204180526427 ))",lane,blue
"POLYGON((120.1635550895522039 -23.370214726027013, 120.1636115247807127 -23.370255250295765, 120.1637464997837276 -23.370351190435580, 120.1640153743298460 -23.370548578733463, 120.1641945591760927 -23.370685317500602, 120.1640915810079714 -23.370811933950181, 120.1640330914313336 -23.370764367620032, 120.1639801770021088 -23.370722126830224, 120.1639351856135854 -23.370694239946152, 120.1636426412018059 -23.370475098425761, 120.1635851299591944 -23.370431956043761, 120.1634524045597808 -23.370337911359592, 120.1635550895522039 -23.370214726027013 ))",lane,blue
"POLYGON((120.1026043519717962 -23.312017138179700, 120.1027834256464874 -23.311957856624889, 120.1028809336010201 -23.311930470832369, 120.1030048469805977 -23.311881859274554, 120.1031301295746069 -23.311832795874386, 120.1034994219232101 -23.311647234144444, 120.1035682833651694 -23.311764050215624, 120.1031992844139408 -23.311949431281166, 120.1030611899662624 -23.312003915757256, 120.1029341469818477 -23.312053972853477, 120.1028479846946095 -23.312088578637576, 120.1026740943016972 -23.312143615067229, 120.1026535560113311 -23.312149309218314, 120.1026043519717962 -23.312017138179700 ))",lane,blue
"POLYGON((120.2284414686984096 -23.367325705131028, 120.2281997103269867 -23.367490192827599, 120.2281140274068124 -23.367383313493747, 120.2283563725729846 -23.367218464468376, 120.2284414686984096 -23.367325705131028 ))",lane,blue
"POLYGON((120.0876673835941880 -23.384164834923772, 120.0872548480552585 -23.384142741180589, 120.0866579522085582 -23.384102822539926, 120.0864002380127592 -23.384063529464274, 120.0862701581404929 -23.384040452241900, 120.0862480543026289 -23.384035944029839, 120.0862920542782115 -23.383867630262362, 120.0863099524601896 -23.383870424157481, 120.0863858485856412 -23.383882411123499, 120.0867566237956192 -23.383928714593855, 120.0868139367408641 -23.383932400148705, 120.0868880718108806 -23.383935629452976, 120.0871086191782825 -23.383951457639693, 120.0872831009657317 -23.383963506772689, 120.0875482465136484 -23.383977967881679, 120.0876807705614856 -23.383987771725098, 120.0876673835941880 -23.384164834923772 ))",lane,blue
"POLYGON((120.0582912211463086 -23.327039918262276, 120.0586720337832895 -23.326553866955314, 120.0590118692376075 -23.326102589123273, 120.0592249637564273 -23.325828045664803, 120.0593797711647258 -23.325606519270284, 120.0595485638006732 -23.325375688979990, 120.0595567701401522 -23.325241786047326, 120.0596305146438053 -23.325254495949948, 120.0597279168393841 -23.325110455053128, 120.0597679150660947 -23.325062138304709, 120.0598999554549644 -23.325150494892129, 120.0597868092608014 -23.325328579742826, 120.0594943059577003 -23.325712216599035, 120.0593369549757615 -23.325923631199758, 120.0591371607787272 -23.326184717601655, 120.0589966299757329 -23.326367144201200, 120.0586226638542630 -23.326857437201600, 120.0584218920867549 -23.327125295658749, 120.0582912211463086 -23.327039918262276 ))",lane,blue
